order_id,date,store_id,product_id,qty,amount,payment
ORD110258,2026-07-19,S02,P05,1,34.00,支付宝
ORD100256,2026-05-02,S03,P19,4,60.00,会员储值
ORD108101,2026-07-04,S01,P18,2,36.00,支付宝
ORD103980,2026-06-01,S05,P14,1,10.00,现金
ORD106721,2026-06-22,S04,P13,2,40.00,银行卡
ORD109413,2026-07-13,S03,P20,2,44.00,现金
ORD100635,2026-05-05,S04,P17,1,12.00,支付宝
ORD111164,2026-07-25,S04,P20,1,22.00,微信
ORD103203,2026-05-26,S05,P14,2,20.00,支付宝
ORD109941,2026-07-17,S01,P01,1,32.00,会员储值
ORD103797,2026-05-31,S02,P12,1,8.00,银行卡
ORD102273,2026-05-19,S01,P10,1,24.00,现金
ORD104106,2026-06-03,S02,P01,2,64.00,银行卡
ORD103672,2026-05-30,S02,P20,2,44.00,支付宝
ORD111806,2026-07-30,S03,P12,1,8.00,微信
ORD107553,2026-06-29,S01,P17,1,12.00,微信
ORD110642,2026-07-22,S01,P11,1,26.00,支付宝
ORD108971,2026-07-10,S05,P04,3,114.00,支付宝
ORD105727,2026-06-15,S05,P03,1,26.00,微信
ORD107316,2026-06-27,S03,P11,1,26.00,支付宝
ORD110480,2026-07-21,S03,P01,1,32.00,支付宝
ORD106996,2026-06-25,S02,P19,2,30.00,现金
ORD107386,2026-06-28,S02,P06,3,126.00,微信
ORD102834,2026-05-24,S02,P05,2,¥68.00,现金
ORD106371,2026-06-20,S05,P07,1,22.00,会员储值
ORD109561,2026-07-14,S05,P05,2,68.00,现金
ORD101345,2026-05-11,S03,P14,1,10.00,微信
ORD105003,2026-06-09,S01,P05,1,34.00,会员储值
ORD111159,2026-07-25,S03,P19,2,30.00,现金
ORD102873,2026-05-24,S02,P06,1,42.00,微信
ORD106088,2026-06-18,S03,P13,2,40.00,微信
ORD106411,2026-06-20,S04,P13,2,40.00,银行卡
ORD103622,2026-05-30,S03,P05,1,34.00,银行卡
ORD105436,2026-06-13,S02,P01,3,96.00,会员储值
ORD106194,2026-06-19,S02,P03,2,52.00,会员储值
ORD103441,2026-05-28,S03,P04,2,76.00,现金
ORD108522,2026-07-06,S04,P17,1,,微信
ORD108130,2026-07-04,S01,P16,1,5.00,现金
ORD102890,2026-05-24,S01,P01,1,32.00,银行卡
ORD102249,2026-05-19,S05,P13,2,40.00,会员储值
ORD102139,2026-05-18,S02,P08,1,25.00,会员储值
ORD103245,2026-05-27,S02,P18,1,18.00,微信
ORD106420,2026-06-21,S01,P03,2,52.00,银行卡
ORD106451,2026-06-21,S05,P17,2,24.00,现金
ORD109879,2026-07-17,S03,P14,1,10.00,会员储值
ORD108313,2026-07-05,S04,P20,1,22.00,现金
ORD109018,2026-07-10,S03,P09,2,-36.00,现金
ORD106268,2026-06-20,S02,P11,1,26.00,会员储值
ORD110820,2026-07-23,S05,P13,1,20.00,现金
ORD103632,2026-05-30,S02,P16,1,5.00,会员储值
ORD101257,2026-05-10,S04,P12,2,16.00,微信
ORD106763,2026-06-23,S04,P01,1,32.00,银行卡
ORD107481,2026-06-28,S02,P03,1,26.00,支付宝
ORD102711,2026-05-23,S03,P09,2,36.00,会员储值
ORD102563,2026-05-22,S04,P12,1,8.00,支付宝
ORD109497,2026-07-13,S02,P08,1,25.00,银行卡
ORD106678,2026-06-22,S04,P15,1,6.00,银行卡
ORD102140,2026-05-18,S05,P07,1,22.00,微信
ORD110765,2026-07-23,S02,P14,2,20.00,支付宝
ORD104684,2026-06-07,S04,P16,1,5.00,现金
ORD105209,2026-06-11,S05,P11,1,26.00,银行卡
ORD102881,2026-05-24,S02,P01,1,32.00,银行卡
ORD104875,2026-06-08,S02,P04,1,38.00,现金
ORD110414,2026-07-20,S02,P08,1,25.00,微信
ORD106578,2026-06-21,S01,P06,2,84.00,现金
ORD108568,2026-07-07,S05,P02,3,90.00,微信
ORD101043,2026-05-09,S03,P17,1,12.00,银行卡
ORD104957,2026-06-09,S02,P10,3,72.00,现金
ORD102457,2026-05-21,S03,P10,1,24.00,银行卡
ORD101013,2026-05-09,S01,P20,2,-44.00,会员储值
ORD109482,2026-07-13,S04,P05,1,,支付宝
ORD111032,2026-07-25,S04,P14,1,10.00,支付宝
ORD108048,2026-07-03,S01,P15,1,6.00,会员储值
ORD103145,2026-05-26,S02,P04,3,114.00,支付宝
ORD108932,2026-07-10,S01,P01,2,64.00,支付宝
ORD108399,2026-07-05,S04,P14,3,30.00,支付宝
ORD107306,2026-06-27,S03,P20,2,44.00,微信
ORD107654,2026-06-30,S03,P16,1,5.00,支付宝
ORD100919,2026-05-08,S03,P01,1,32.00,支付宝
ORD104989,2026-06-09,S01,P17,1,12.00,会员储值
ORD103380,2026-05-28,S01,P03,1,26.00,微信
ORD106706,2026-06-22,S03,P15,2,12.00,现金
ORD103034,2026-05-25,S03,P20,4,88.00,微信
ORD101726,2026-05-15,S03,P04,2,76.00,支付宝
ORD106380,2026-06-20,S03,P14,1,10.00,银行卡
ORD102841,2026-05-24,S01,P10,2,48.00,银行卡
ORD106113,2026-06-18,S05,P01,1,32.00,支付宝
ORD107454,2026-06-28,S02,P04,1,38.00,微信
ORD105463,2026-06-13,S03,P05,4,136.00,会员储值
ORD104250,2026-06-04,S03,P07,1,22.00,银行卡
ORD105768,2026-06-15,S03,P01,3,96.00,会员储值
ORD102291,2026-05-19,S03,P04,2,76.00,会员储值
ORD111142,2026-07-25,S02,P17,2,24.00,支付宝
ORD100158,2026-05-02,S03,P17,1,12.00,现金
ORD102206,2026-05-18,S03,P16,1,5.00,会员储值
ORD108800,2026-07-09,S05,P07,1,22.00,现金
ORD105160,2026-06-11,S02,P05,3,102.00,支付宝
ORD102665,2026-05-23,S05,P04,2,,银行卡
ORD103960,2026-06-01,S01,P17,1,12.00,微信
ORD100473,2026-05-04,S03,P11,1,,微信
ORD106494,2026-06-21,S05,P99,1,26.00,银行卡
ORD104656,2026-06-07,S03,P15,1,6.00,银行卡
ORD100812,2026-05-07,S05,P14,1,10.00,微信
ORD101404,2026-05-12,S01,P02,1,30.00,会员储值
ORD102989,2026-05-25,S01,P06,3,126.00,支付宝
ORD110453,2026-07-20,S05,P07,1,22.00,微信
ORD111644,2026-07-29,S02,P04,1,38.00,微信
ORD108147,2026-07-04,S02,P05,2,68.00,会员储值
ORD104353,2026-06-05,S03,P10,1,24.00,支付宝
ORD111735,2026-07-29,S02,P01,1,32.00,微信
ORD103519,2026-05-29,S05,P20,1,22.00,银行卡
ORD101052,2026-05-09,S05,P09,1,18.00,会员储值
ORD109059,2026-07-11,S01,P19,3,,微信
ORD107582,2026-06-29,S03,P09,1,18.00,现金
ORD110925,2026-07-24,S03,P17,4,48.00,现金
ORD108552,2026-07-07,S01,P07,2,44.00,微信
ORD102590,2026-05-22,S01,P14,4,40.00,会员储值
ORD112034,2026-07-31,S04,P04,4,152.00,现金
ORD109615,2026-07-14,S03,P04,1,38.00,微信
ORD109003,2026-07-10,S01,P06,2,84.00,现金
ORD111669,2026-07-29,S02,P14,1,10.00,支付宝
ORD101693,2026-05-14,S01,P06,1,42.00,微信
ORD103254,2026-05-27,S03,P20,2,44.00,微信
ORD105758,2026-06-15,S02,P09,1,18.00,银行卡
ORD101148,2026-05-10,S02,P13,1,20.00,支付宝
ORD108254,2026-07-05,S05,P20,1,22.00,银行卡
ORD103150,2026-05-26,S01,P03,1,26.00,微信
ORD104109,2026-06-03,S04,P10,1,,微信
ORD103850,2026-05-31,S05,P12,4,32.00,银行卡
ORD109393,2026-07-12,S03,P15,1,6.00,银行卡
ORD106577,2026-06-21,S02,P08,2,50.00,微信
ORD103704,2026-05-30,S04,P20,2,44.00,微信
ORD100622,2026-05-05,S01,P02,1,30.00,会员储值
ORD109651,2026-07-15,S01,P15,2,12.00,会员储值
ORD105102,2026-06-10,S02,P02,2,60.00,会员储值
ORD108872,2026-07-09,S04,P02,4,120.00,支付宝
ORD107988,2026-07-03,S04,P12,1,8.00,银行卡
ORD106394,2026-06-20,S02,P12,2,16.00,会员储值
ORD103844,2026-05-31,S01,P20,1,22.00,支付宝
ORD101169,2026-05-10,S01,P16,1,5.00,现金
ORD104608,2026-06-07,S01,P10,4,96.00,支付宝
ORD109692,2026-07-15,S01,P07,1,22.00,支付宝
ORD105247,2026-06-11,S02,P05,2,68.00,支付宝
ORD106282,2026-06-20,S05,P06,4,168.00,微信
ORD103922,2026-06-01,S04,P09,4,72.00,会员储值
ORD106230,2026-06-20,S04,P17,1,12.00,支付宝
ORD106673,2026-06-22,S01,P12,4,32.00,支付宝
ORD106531,2026-06-21,S03,P01,1,32.00,现金
ORD103790,2026-05-31,S02,P14,1,10.00,支付宝
ORD110189,2026-07-19,S05,P15,1,6.00,支付宝
ORD108071,2026-07-03,S02,P15,2,12.00,银行卡
ORD110385,2026-07-20,S02,P08,1,25.00,会员储值
ORD110773,2026-07-23,S01,P01,1,32.00,现金
ORD100372,2026-05-03,S01,P02,1,30.00,会员储值
ORD105524,2026-06-13,S05,P16,1,5.00,银行卡
ORD102486,2026-05-21,S05,P16,1,5.00,微信
ORD103419,2026-05-28,S02,P05,1,34.00,银行卡
ORD102792,2026-05-23,S05,P15,2,12.00,会员储值
ORD100918,2026-05-08,S03,P18,1,18.00,支付宝
ORD108423,2026-07-06,S05,P13,2,40.00,现金
ORD109078,2026-07-11,S04,P11,1,26.00,现金
ORD104234,2026-06-04,S03,P07,1,22.00,现金
ORD104522,2026-06-06,S04,P18,2,36.00,微信
ORD108226,2026-07-04,S02,P06,1,42.00,现金
ORD108348,2026/07/05,S02,P10,1,24.00,银行卡
ORD103228,2026-05-27,S02,P01,2,64.00,银行卡
ORD106456,2026-06-21,S01,P14,1,10.00,会员储值
ORD111136,2026-07-25,S03,P11,1,26.00,银行卡
ORD105506,2026-06-13,S01,P05,2,68.00,银行卡
ORD111246,2026-07-26,S03,P06,2,84.00,会员储值
ORD106766,2026-06-23,S05,P19,4,60.00,支付宝
ORD107531,2026-06-29,S02,P20,3,66.00,会员储值
ORD104629,2026-06-07,S02,P05,1,34.00,现金
ORD105296,2026-06-12,S04,P04,1,38.00,现金
ORD102120,2026-05-17,S04,P01,4,128.00,会员储值
ORD107139,2026-06-26,S05,P20,3,66.00,微信
ORD102256,2026-05-19,S04,P01,1,32.00,微信
ORD107658,2026-06-30,S01,P15,1,6.00,会员储值
ORD101979,2026-05-16,S02,P02,1,30.00,微信
ORD110319,2026-07-19,S05,P15,2,12.00,会员储值
ORD100898,2026-05-08,S03,P03,4,104.00,会员储值
ORD108230,2026-07-04,S04,P12,4,32.00,现金
ORD106267,2026-06-20,S05,P17,2,24.00,银行卡
ORD102372,2026-05-20,S05,P03,3,78.00,银行卡
ORD108502,2026-07-06,S03,P17,1,12.00,支付宝
ORD103089,2026-05-25,S01,P14,1,10.00,支付宝
ORD104474,2026-06-06,S01,P04,1,38.00,银行卡
ORD109064,2026-07-11,S04,P16,1,5.00,银行卡
ORD106196,2026-06-19,S05,P17,2,24.00,支付宝
ORD102433,2026-05-21,S05,P09,3,54.00,会员储值
ORD100425,2026-05-03,S05,P16,1,5.00,微信
ORD107615,2026-06-29,S01,P06,1,42.00,现金
ORD109107,2026-07-11,S03,P14,1,10.00,微信
ORD103175,2026-05-26,S04,P17,3,36.00,支付宝
ORD107405,2026-06-28,S05,P14,2,20.00,会员储值
ORD103040,2026-05-25,S03,P07,1,22.00,现金
ORD103534,2026-05-29,S04,P16,2,10.00,现金
ORD105793,2026-06-16,S03,P07,1,22.00,银行卡
ORD106538,2026-06-21,S04,P20,1,22.00,支付宝
ORD111496,2026-07-27,S04,P18,1,18.00,微信
ORD104231,2026-06-04,S04,P06,2,84.00,现金
ORD102072,2026-05-17,S05,P12,1,,银行卡
ORD106022,2026-06-18,S02,P18,1,18.00,支付宝
ORD106984,2026-06-25,S03,P04,2,76.00,银行卡
ORD110775,2026-07-23,S02,P15,4,24.00,现金
ORD101019,2026-05-09,S04,P09,1,18.00,支付宝
ORD111770,2026-07-30,S03,P06,1,42.00,现金
ORD101770,2026-05-15,S02,P12,1,8.00,支付宝
ORD103579,2026-05-30,S01,P07,1,22.00,现金
ORD109056,2026-07-11,S01,P15,1,6.00,会员储值
ORD110266,2026-07-19,S01,P09,4,72.00,微信
ORD110889,2026-07-24,S04,P12,1,8.00,微信
ORD103357,2026-05-28,S05,P10,4,96.00,现金
ORD105225,2026-06-11,S05,P14,1,10.00,支付宝
ORD102952,2026-05-24,S05,P06,3,126.00,微信
ORD102316,2026-05-19,S03,P06,1,42.00,银行卡
ORD111431,2026-07-27,S02,P07,1,22.00,会员储值
ORD107586,2026-06-29,S03,P11,1,26.00,会员储值
ORD105906,2026-06-17,S03,P13,1,20.00,微信
ORD106044,2026-06-18,S02,P15,1,,支付宝
ORD105419,2026-06-13,S05,P12,2,16.00,微信
ORD109582,2026-07-14,S01,P13,3,60.00,支付宝
ORD103768,2026-05-31,S03,P01,1,32.00,会员储值
ORD111558,2026-07-28,S03,P08,3,75.00,银行卡
ORD112032,2026-07-31,S03,P09,1,18.00,现金
ORD107906,2026-07-02,S04,P08,2,50.00,微信
ORD103098,2026-05-25,S03,P13,2,40.00,现金
ORD105421,2026-06-13,S02,P02,1,30.00,微信
ORD101063,2026-05-09,S04,P18,1,18.00,支付宝
ORD111668,2026-07-29,S02,P05,1,34.00,会员储值
ORD108179,2026-07-04,S05,P16,2,10.00,银行卡
ORD105957,2026-06-17,S05,P06,1,42.00,现金
ORD105978,2026-06-17,S05,P16,3,15.00,银行卡
ORD105596,2026-06-14,S05,P15,2,12.00,会员储值
ORD108403,2026-07-05,S02,P11,3,78.00,现金
ORD108467,2026-07-06,S03,P02,1,30.00,会员储值
ORD109628,2026-07-14,S05,P04,3,114.00,银行卡
ORD103511,2026-05-29,S03,P10,2,48.00,会员储值
ORD107693,2026-06-30,S03,P02,2,60.00,微信
ORD111649,2026-07-29,S03,P19,1,15.00,现金
ORD105401,2026-06-13,S04,P01,1,32.00,银行卡
ORD101555,2026-05-13,S04,P08,1,25.00,会员储值
ORD106752,2026-06-22,S02,P08,1,25.00,微信
ORD109580,2026-07-14,S01,P06,2,84.00,会员储值
ORD102124,2026-05-17,S02,P07,2,44.00,支付宝
ORD111449,2026-07-27,S05,P10,3,72.00,支付宝
ORD110050,2026-07-18,S05,P14,1,10.00,支付宝
ORD110384,2026-07-20,S02,P03,1,26.00,现金
ORD104903,2026-06-08,S01,P05,3,102.00,支付宝
ORD101898,2026-05-16,S03,P13,1,20.00,会员储值
ORD108819,2026-07-09,S01,P15,2,12.00,支付宝
ORD101304,2026-05-11,S01,P07,2,44.00,会员储值
ORD111864,2026-07-30,S05,P08,3,75.00,微信
ORD111502,2026-07-27,S01,P99,3,114.00,会员储值
ORD104266,2026-06-04,S02,P07,1,22.00,现金
ORD109720,2026-07-15,S05,P07,2,44.00,支付宝
ORD105614,2026-06-14,S01,P19,1,15.00,现金
ORD107282,2026-06-27,S04,P03,2,52.00,会员储值
ORD102884,2026-05-24,S05,P05,1,34.00,银行卡
ORD109574,2026-07-14,S03,P15,2,12.00,会员储值
ORD111533,2026-07-28,S01,P08,1,25.00,支付宝
ORD100539,2026-05-04,S02,P16,1,5.00,支付宝
ORD106404,2026-06-20,S01,P17,1,12.00,支付宝
ORD110476,2026-07-21,S01,P14,2,20.00,微信
ORD108051,2026-07-03,S05,P14,1,10.00,微信
ORD109562,2026-07-14,S01,P19,1,15.00,微信
ORD110546,2026-07-21,S02,P16,1,5.00,支付宝
ORD111028,2026-07-25,S01,P03,1,26.00,微信
ORD106556,2026-06-21,S01,P20,2,44.00,微信
ORD106379,2026-06-20,S01,P18,1,18.00,会员储值
ORD106667,2026-06-22,S02,P07,1,22.00,微信
ORD111583,2026-07-28,S03,P07,1,22.00,现金
ORD106056,2026-06-18,S03,P19,1,15.00,会员储值
ORD101728,2026-05-15,S05,P01,2,64.00,微信
ORD110141,2026-07-18,S01,P01,1,32.00,银行卡
ORD110057,2026-07-18,S03,P16,1,5.00,会员储值
ORD111039,2026-07-25,S04,P07,1,22.00,银行卡
ORD104808,2026-06-08,S05,P08,3,75.00,支付宝
ORD106727,2026-06-22,S02,P04,1,38.00,支付宝
ORD105117,2026-06-10,S02,P07,3,66.00,微信
ORD102723,2026-05-23,S04,P11,3,78.00,支付宝
ORD103770,2026-05-31,S04,P10,1,24.00,会员储值
ORD104842,2026-06-08,S02,P08,3,75.00,支付宝
ORD103640,2026-05-30,S03,P16,2,10.00,银行卡
ORD100846,2026-05-07,S05,P18,2,36.00,微信
ORD110829,2026-07-23,S04,P14,1,10.00,现金
ORD106150,2026-06-19,S04,P04,1,38.00,支付宝
ORD106472,2026-06-21,S02,P14,3,30.00,微信
ORD106537,2026-06-21,S04,P06,1,42.00,银行卡
ORD107378,2026-06-28,S02,P10,1,24.00,银行卡
ORD109860,2026-07-16,S01,P13,3,60.00,银行卡
ORD107327,2026-06-27,S05,P19,1,15.00,支付宝
ORD109855,2026-07-16,S02,P07,3,66.00,会员储值
ORD108749,2026-07-08,S01,P17,1,12.00,微信
ORD110748,2026-07-23,S02,P10,1,24.00,微信
ORD109559,2026-07-14,S01,P07,1,22.00,支付宝
ORD111323,2026-07-26,S04,P20,0,22.00,微信
ORD100297,2026-05-03,S02,P02,1,30.00,微信
ORD103522,2026-05-29,S02,P01,1,32.00,银行卡
ORD101432,2026-05-12,S04,P20,3,66.00,会员储值
ORD102940,2026-05-24,S05,P07,3,66.00,支付宝
ORD103888,2026-06-01,S04,P19,1,15.00,银行卡
ORD104723,2026-06-07,S03,P02,2,60.00,微信
ORD105917,2026-06-17,S03,P17,1,12.00,支付宝
ORD105901,2026-06-17,S01,P13,1,20.00,支付宝
ORD101498,2026-05-13,S02,P15,1,6.00,银行卡
ORD101866,2026-05-16,S02,P01,2,64.00,银行卡
ORD109520,2026-07-13,S03,P05,1,34.00,会员储值
ORD104247,2026-06-04,S04,P14,1,10.00,支付宝
ORD108162,2026-07-04,S03,P08,1,25.00,微信
ORD105879,2026-06-16,S02,P15,1,6.00,银行卡
ORD101651,2026-05-14,S02,P18,3,54.00,支付宝
ORD101370,2026-05-11,S01,P13,1,20.00,银行卡
ORD108911,2026-07-10,S01,P09,1,18.00,微信
ORD108511,2026-07-06,S04,P17,1,12.00,现金
ORD103285,2026-05-27,S05,P14,1,10.00,现金
ORD110186,2026-07-19,S02,P01,1,32.00,现金
ORD103521,2026-05-29,S04,P02,1,30.00,支付宝
ORD102614,2026-05-22,S04,P03,1,26.00,会员储值
ORD102200,2026-05-18,S03,P06,1,42.00,微信
ORD108820,2026-07-09,S03,P01,3,96.00,支付宝
ORD109986,2026-07-17,S03,P20,1,22.00,会员储值
ORD100862,2026-05-07,S01,P01,1,32.00,会员储值
ORD111867,2026-07-30,S04,P08,2,50.00,现金
ORD102152,2026-05-18,S05,P02,2,60.00,微信
ORD109697,2026-07-15,S04,P04,2,76.00,支付宝
ORD100246,2026-05-02,S02,P03,2,52.00,支付宝
ORD107375,2026-06-28,S02,P11,2,52.00,银行卡
ORD109361,2026/07/12,S02,P04,1,38.00,银行卡
ORD100417,2026-05-03,S04,P10,3,72.00,会员储值
ORD109704,2026-07-15,S05,P11,1,26.00,现金
ORD106847,2026-06-23,S02,P11,3,78.00,现金
ORD107286,2026-06-27,S03,P01,0,64.00,微信
ORD105895,2026-06-17,S03,P20,2,44.00,微信
ORD100708,2026-05-06,S01,P01,3,96.00,支付宝
ORD106731,2026-06-22,S01,P06,1,42.00,会员储值
ORD103988,2026-06-01,S04,P18,1,18.00,现金
ORD104579,2026-06-06,S02,P18,1,18.00,现金
ORD100361,2026-05-03,S05,P18,1,18.00,会员储值
ORD100011,2026-05-01,S02,P15,1,6.00,会员储值
ORD109911,2026-07-17,S03,P15,1,6.00,会员储值
ORD103370,2026-05-28,S05,P12,1,8.00,银行卡
ORD110087,2026-07-18,S01,P20,1,22.00,支付宝
ORD105279,2026-06-12,S02,P10,1,24.00,银行卡
ORD109971,2026-07-17,S02,P01,1,32.00,会员储值
ORD103983,01-06-2026,S04,P12,2,16.00,银行卡
ORD102818,2026-05-24,S04,P02,1,30.00,会员储值
ORD105299,2026-06-12,S01,P18,1,18.00,微信
ORD102321,20-05-2026,S04,P09,1,18.00,银行卡
ORD103928,2026-06-01,S04,P03,1,26.00,现金
ORD105159,2026-06-11,S03,P01,1,32.00,支付宝
ORD100444,2026-05-03,S02,P16,1,5.00,会员储值
ORD109789,2026-07-16,S03,P16,1,5.00,支付宝
ORD101285,2026-05-10,S02,P20,1,22.00,支付宝
ORD101875,2026-05-16,S01,P19,1,15.00,会员储值
ORD102593,22-05-2026,S03,P12,1,8.00,支付宝
ORD100484,2026-05-04,S03,P02,3,90.00,现金
ORD106993,2026-06-25,S01,P08,4,100.00,支付宝
ORD101320,2026-05-11,S02,P07,1,22.00,会员储值
ORD101998,2026-05-17,S02,P14,1,10.00,支付宝
ORD108998,2026-07-10,S01,P04,1,38.00,银行卡
ORD101590,2026-05-13,S04,P02,1,30.00,会员储值
ORD111682,2026-07-29,S02,P09,2,36.00,会员储值
ORD108847,2026-07-09,S03,P05,2,68.00,会员储值
ORD111953,2026-07-31,S02,P16,2,10.00,会员储值
ORD107795,2026-07-01,S01,P11,1,26.00,会员储值
ORD103552,2026-05-29,S02,P10,2,48.00,支付宝
ORD111676,2026-07-29,S04,P17,1,12.00,微信
ORD100110,2026-05-02,S01,P04,1,38.00,现金
ORD107985,2026-07-03,S02,P20,3,66.00,会员储值
ORD105534,2026-06-14,S05,P17,2,24.00,会员储值
ORD108986,2026-07-10,S01,P14,1,10.00,微信
ORD102364,2026-05-20,S01,P15,2,12.00,支付宝
ORD103106,2026-05-25,S05,P06,2,84.00,支付宝
ORD106146,2026-06-19,S02,P06,1,,现金
ORD104239,2026-06-04,S03,P08,2,50.00,现金
ORD100817,2026-05-07,S05,P04,2,76.00,微信
ORD109816,2026-07-16,S02,P02,1,30.00,银行卡
ORD109304,2026-07-12,S04,P07,3,66.00,现金
ORD100177,2026-05-02,S04,P07,1,22.00,微信
ORD110049,2026-07-18,S03,P20,2,44.00,微信
ORD101550,2026-05-13,S03,P15,1,6.00,支付宝
ORD108670,2026-07-08,S05,P18,1,18.00,银行卡
ORD101727,2026-05-15,S03,P04,1,38.00,支付宝
ORD106923,2026-06-24,S01,P05,3,102.00,支付宝
ORD104539,2026-06-06,S02,P11,1,26.00,支付宝
ORD106355,2026-06-20,S03,P13,2,40.00,现金
ORD101299,2026-05-11,S01,P06,1,42.00,银行卡
ORD109341,2026-07-12,S04,P17,1,12.00,会员储值
ORD110431,2026-07-20,S04,P20,1,22.00,微信
ORD109610,2026-07-14,S04,P16,1,5.00,现金
ORD100816,2026-05-07,S04,P20,1,22.00,银行卡
ORD109745,2026-07-15,S03,P13,2,40.00,银行卡
ORD102760,2026-05-23,S01,P12,2,16.00,会员储值
ORD105264,2026-06-12,S03,P17,1,12.00,现金
ORD104112,2026-06-03,S01,P08,1,25.00,支付宝
ORD109178,2026-07-11,S02,P13,1,20.00,微信
ORD108703,2026-07-08,S02,P19,1,15.00,支付宝
ORD103326,2026-05-27,S04,P01,1,32.00,现金
ORD101479,2026-05-12,S01,P18,2,36.00,微信
ORD108377,2026-07-05,S04,P09,1,18.00,银行卡
ORD108261,2026-07-05,S03,P18,2,36.00,微信
ORD109436,2026-07-13,S02,P01,3,96.00,现金
ORD100932,2026-05-08,S01,P07,3,66.00,会员储值
ORD104067,2026-06-02,S01,P14,1,10.00,银行卡
ORD110944,2026-07-24,S04,P18,1,18.00,微信
ORD107592,2026-06-29,S01,P05,2,68.00,微信
ORD104813,2026-06-08,S02,P06,1,42.00,现金
ORD100395,2026-05-03,S02,P08,1,25.00,支付宝
ORD110411,2026-07-20,S05,P17,1,12.00,会员储值
ORD105460,2026-06-13,S02,P18,2,36.00,现金
ORD103293,2026-05-27,S04,P08,2,50.00,现金
ORD102052,2026-05-17,S05,P05,1,34.00,银行卡
ORD110720,2026-07-22,S05,P12,1,8.00,微信
ORD103628,2026-05-30,S05,P13,1,20.00,微信
ORD101657,2026-05-14,S01,P04,1,38.00,银行卡
ORD105942,2026-06-17,S02,P02,2,60.00,银行卡
ORD110963,2026-07-24,S05,P16,2,10.00,支付宝
ORD103657,2026-05-30,S01,P18,1,18.00,微信
ORD108125,2026-07-04,S03,P11,1,26.00,支付宝
ORD104289,2026-06-05,S02,P19,1,15.00,会员储值
ORD111105,2026-07-25,S03,P10,1,24.00,银行卡
ORD104604,2026-06-07,S02,P15,2,12.00,会员储值
ORD101940,2026-05-16,S01,P01,2,64.00,微信
ORD109622,2026-07-14,S04,P10,1,24.00,现金
ORD104064,2026-06-02,S04,P13,1,20.00,银行卡
ORD103224,2026-05-27,S04,P11,1,26.00,会员储值
ORD100162,2026-05-02,S02,P09,1,18.00,支付宝
ORD108442,2026-07-06,S04,P03,1,26.00,银行卡
ORD106964,2026-06-24,S01,P09,1,18.00,银行卡
ORD100961,2026-05-08,S01,P20,2,44.00,会员储值
ORD110597,2026-07-21,S02,P04,3,114.00,微信
ORD109333,2026-07-12,S03,P02,1,30.00,微信
ORD104110,2026-06-03,S04,P01,2,64.00,会员储值
ORD106686,2026-06-22,S03,P10,2,48.00,银行卡
ORD107133,2026-06-26,S02,P06,3,126.00,现金
ORD107964,2026-07-02,S05,P12,1,8.00,微信
ORD102182,2026-05-18,S01,P18,3,54.00,微信
ORD108302,2026-07-05,S02,P19,2,30.00,支付宝
ORD109962,2026-07-17,S01,P05,2,68.00,银行卡
ORD108810,2026-07-09,S01,P09,4,72.00,支付宝
ORD101100,2026-05-09,S04,P09,1,18.00,会员储值
ORD104137,2026-06-03,S03,P18,1,18.00,会员储值
ORD100939,2026-05-08,S03,P05,4,136.00,银行卡
ORD108762,2026-07-08,S05,P13,1,20.00,微信
ORD102619,2026-05-22,S04,P18,3,54.00,现金
ORD109260,2026-07-12,S05,P12,1,8.00,支付宝
ORD109049,2026-07-11,S01,P09,1,18.00,支付宝
ORD108006,2026-07-03,S05,P18,2,36.00,支付宝
ORD111959,2026-07-31,S05,P20,4,88.00,会员储值
ORD109509,2026-07-13,S02,P03,2,52.00,会员储值
ORD101192,2026-05-10,S02,P05,1,34.00,银行卡
ORD111679,2026-07-29,S04,P02,1,30.00,现金
ORD107535,2026-06-29,S02,P03,1,26.00,会员储值
ORD110015,2026-07-17,S05,P09,3,54.00,银行卡
ORD110586,2026-07-21,S02,P05,3,102.00,支付宝
ORD100377,2026-05-03,S05,P16,1,5.00,微信
ORD107811,2026-07-01,S04,P18,1,18.00,银行卡
ORD109349,2026-07-12,S05,P11,1,26.00,微信
ORD100716,2026-05-06,S03,P12,1,8.00,微信
ORD105827,2026-06-16,S03,P19,2,30.00,现金
ORD107423,2026-06-28,S03,P15,1,6.00,支付宝
ORD100084,2026-05-01,S05,P12,2,16.00,会员储值
ORD100050,2026-05-01,S01,P01,1,32.00,微信
ORD108168,2026-07-04,S03,P17,1,-12.00,银行卡
ORD104674,2026-06-07,S04,P09,1,18.00,微信
ORD101690,2026-05-14,S05,P17,1,12.00,现金
ORD101080,2026-05-09,S05,P18,1,18.00,银行卡
ORD111196,2026-07-26,S05,P19,2,30.00,银行卡
ORD106237,2026-06-20,S03,P17,2,24.00,微信
ORD104185,2026-06-03,S02,P19,1,15.00,现金
ORD110788,2026-07-23,S01,P14,1,10.00,微信
ORD109599,2026-07-14,S03,P04,2,76.00,支付宝
ORD105305,2026-06-12,S02,P20,3,66.00,支付宝
ORD109768,2026-07-16,S01,P10,1,24.00,微信
ORD108284,2026-07-05,S01,P01,2,64.00,现金
ORD108309,2026-07-05,S03,P09,1,18.00,支付宝
ORD101027,2026-05-09,S02,P19,2,30.00,支付宝
